study,tissue,filepath,qtl_type
eQTL_catalogue,stomach,eQTL_catalogue/eQTL/stomach/stomach_eQTL.tsv.gz,eQTL
eQTL_catalogue,substantia_nigra,eQTL_catalogue/eQTL/substantia_nigra/substantia_nigra_eQTL.tsv.gz,eQTL
eQTL_catalogue,testis,eQTL_catalogue/eQTL/testis/testis_eQTL.tsv.gz,eQTL
eQTL_catalogue,thyroid,eQTL_catalogue/eQTL/thyroid/thyroid_eQTL.tsv.gz,eQTL
eQTL_catalogue,tibial_artery,eQTL_catalogue/eQTL/tibial_artery/tibial_artery_eQTL.tsv.gz,eQTL
eQTL_catalogue,tibial_nerve,eQTL_catalogue/eQTL/tibial_nerve/tibial_nerve_eQTL.tsv.gz,eQTL
eQTL_catalogue,tranverse_colon,eQTL_catalogue/eQTL/tranverse_colon/tranverse_colon_eQTL.tsv.gz,eQTL
eQTL_catalogue,uterus,eQTL_catalogue/eQTL/uterus/uterus_eQTL.tsv.gz,eQTL
eQTL_catalogue,vagina,eQTL_catalogue/eQTL/vagina/vagina_eQTL.tsv.gz,eQTL
eQTL_catalogue,young_microglia,eQTL_catalogue/eQTL/young_microglia/young_microglia_eQTL.tsv.gz,eQTL
fujita,astrocytes,fujita/eQTL/astrocytes/astrocytes_eQTL.tsv,eQTL
fujita,endothelial,fujita/eQTL/endothelial/endothelial_eQTL.tsv,eQTL
fujita,excitatory,fujita/eQTL/excitatory/excitatory_eQTL.tsv,eQTL
fujita,inhibitory,fujita/eQTL/inhibitory/inhibitory_eQTL.tsv,eQTL
fujita,microglia,fujita/eQTL/microglia/microglia_eQTL.tsv,eQTL
fujita,oligodendrocytes,fujita/eQTL/oligodendrocytes/oligodendrocytes_eQTL.tsv,eQTL
fujita,opc,fujita/eQTL/opc/opc_eQTL.tsv,eQTL
MetaBrain,basalganglia,MetaBrain/eQTL/basalganglia/basalganglia_eQTL.txt,eQTL
MetaBrain,cerebellum,MetaBrain/eQTL/cerebellum/cerebellum_eQTL.txt,eQTL
MetaBrain,cortex,MetaBrain/eQTL/cortex/cortex_eQTL.txt,eQTL
MetaBrain,hippocampus,MetaBrain/eQTL/hippocampus/hippocampus_eQTL.txt,eQTL
MetaBrain,spinalcord,MetaBrain/eQTL/spinalcord/spinalcord_eQTL.txt,eQTL
wingo,both_DLPFC,wingo/eQTL/both_DLPFC/both_DLPFC_eQTL.txt,eQTL
wingo,female_DLPFC,wingo/eQTL/female_DLPFC/female_DLPFC_eQTL.txt,eQTL
wingo,male_DLPFC,wingo/eQTL/male_DLPFC/male_DLPFC_eQTL.txt,eQTL
wingo,both_DLPFC,wingo/pQTL/both_DLPFC/both_DLPFC_pQTL.txt,pQTL
wingo,female_DLPFC,wingo/pQTL/female_DLPFC/female_DLPFC_pQTL.txt,pQTL
wingo,male_DLPFC,wingo/pQTL/male_DLPFC/male_DLPFC_pQTL.txt,pQTL
eQTL_catalogue,adipose,eQTL_catalogue/sQTL/adipose/adipose_sQTL.tsv.gz,sQTL
eQTL_catalogue,adipose_visceral,eQTL_catalogue/sQTL/adipose_visceral/adipose_visceral_sQTL.tsv.gz,sQTL
eQTL_catalogue,adrenal_gland,eQTL_catalogue/sQTL/adrenal_gland/adrenal_gland_sQTL.tsv.gz,sQTL
eQTL_catalogue,amygdala,eQTL_catalogue/sQTL/amygdala/amygdala_sQTL.tsv.gz,sQTL
eQTL_catalogue,anterior_cingulate_cortex,eQTL_catalogue/sQTL/anterior_cingulate_cortex/anterior_cingulate_cortex_sQTL.tsv.gz,sQTL
eQTL_catalogue,aorta,eQTL_catalogue/sQTL/aorta/aorta_sQTL.tsv.gz,sQTL
eQTL_catalogue,atrial_appendage,eQTL_catalogue/sQTL/atrial_appendage/atrial_appendage_sQTL.tsv.gz,sQTL
eQTL_catalogue,blood,eQTL_catalogue/sQTL/blood/blood_sQTL.tsv.gz,sQTL
eQTL_catalogue,blueprint_monocytes,eQTL_catalogue/sQTL/blueprint_monocytes/blueprint_monocytes_sQTL.tsv.gz,sQTL
eQTL_catalogue,braineac_putamen,eQTL_catalogue/sQTL/braineac_putamen/braineac_putamen_sQTL.tsv.gz,sQTL
eQTL_catalogue,braineac_substantia_nigra,eQTL_catalogue/sQTL/braineac_substantia_nigra/braineac_substantia_nigra_sQTL.tsv.gz,sQTL
eQTL_catalogue,breast,eQTL_catalogue/sQTL/breast/breast_sQTL.tsv.gz,sQTL
eQTL_catalogue,caudate,eQTL_catalogue/sQTL/caudate/caudate_sQTL.tsv.gz,sQTL
eQTL_catalogue,cerebellar_hemisphere,eQTL_catalogue/sQTL/cerebellar_hemisphere/cerebellar_hemisphere_sQTL.tsv.gz,sQTL
eQTL_catalogue,cerebellum,eQTL_catalogue/sQTL/cerebellum/cerebellum_sQTL.tsv.gz,sQTL
eQTL_catalogue,commonmind_dlpfc,eQTL_catalogue/sQTL/commonmind_dlpfc/commonmind_dlpfc_sQTL.tsv.gz,sQTL
eQTL_catalogue,coronary_artery,eQTL_catalogue/sQTL/coronary_artery/coronary_artery_sQTL.tsv.gz,sQTL
eQTL_catalogue,cortex,eQTL_catalogue/sQTL/cortex/cortex_sQTL.tsv.gz,sQTL
eQTL_catalogue,esophagus_gej,eQTL_catalogue/sQTL/esophagus_gej/esophagus_gej_sQTL.tsv.gz,sQTL
eQTL_catalogue,esophagus_mucosa,eQTL_catalogue/sQTL/esophagus_mucosa/esophagus_mucosa_sQTL.tsv.gz,sQTL
eQTL_catalogue,esophagus_muscularis,eQTL_catalogue/sQTL/esophagus_muscularis/esophagus_muscularis_sQTL.tsv.gz,sQTL
eQTL_catalogue,fibroblast,eQTL_catalogue/sQTL/fibroblast/fibroblast_sQTL.tsv.gz,sQTL
eQTL_catalogue,frontal_cortex,eQTL_catalogue/sQTL/frontal_cortex/frontal_cortex_sQTL.tsv.gz,sQTL
eQTL_catalogue,hippocampus,eQTL_catalogue/sQTL/hippocampus/hippocampus_sQTL.tsv.gz,sQTL
eQTL_catalogue,hypothalamus,eQTL_catalogue/sQTL/hypothalamus/hypothalamus_sQTL.tsv.gz,sQTL
eQTL_catalogue,kidney,eQTL_catalogue/sQTL/kidney/kidney_sQTL.tsv.gz,sQTL
eQTL_catalogue,lcl,eQTL_catalogue/sQTL/lcl/lcl_sQTL.tsv.gz,sQTL
eQTL_catalogue,left_ventricle,eQTL_catalogue/sQTL/left_ventricle/left_ventricle_sQTL.tsv.gz,sQTL
eQTL_catalogue,liver,eQTL_catalogue/sQTL/liver/liver_sQTL.tsv.gz,sQTL
eQTL_catalogue,lung,eQTL_catalogue/sQTL/lung/lung_sQTL.tsv.gz,sQTL
eQTL_catalogue,muscle,eQTL_catalogue/sQTL/muscle/muscle_sQTL.tsv.gz,sQTL
eQTL_catalogue,nedelec_lysteria,eQTL_catalogue/sQTL/nedelec_lysteria/nedelec_lysteria_sQTL.tsv.gz,sQTL
eQTL_catalogue,nedelec_naive,eQTL_catalogue/sQTL/nedelec_naive/nedelec_naive_sQTL.tsv.gz,sQTL
eQTL_catalogue,nedelec_salmonella,eQTL_catalogue/sQTL/nedelec_salmonella/nedelec_salmonella_sQTL.tsv.gz,sQTL
eQTL_catalogue,nucleus_accumbens,eQTL_catalogue/sQTL/nucleus_accumbens/nucleus_accumbens_sQTL.tsv.gz,sQTL
eQTL_catalogue,ovary,eQTL_catalogue/sQTL/ovary/ovary_sQTL.tsv.gz,sQTL
eQTL_catalogue,pancreas,eQTL_catalogue/sQTL/pancreas/pancreas_sQTL.tsv.gz,sQTL
eQTL_catalogue,pituitary,eQTL_catalogue/sQTL/pituitary/pituitary_sQTL.tsv.gz,sQTL
eQTL_catalogue,prostate,eQTL_catalogue/sQTL/prostate/prostate_sQTL.tsv.gz,sQTL
eQTL_catalogue,putamen,eQTL_catalogue/sQTL/putamen/putamen_sQTL.tsv.gz,sQTL
eQTL_catalogue,quach_IAV,eQTL_catalogue/sQTL/quach_IAV/quach_IAV_sQTL.tsv.gz,sQTL
eQTL_catalogue,quach_LPS,eQTL_catalogue/sQTL/quach_LPS/quach_LPS_sQTL.tsv.gz,sQTL
eQTL_catalogue,quach_naive,eQTL_catalogue/sQTL/quach_naive/quach_naive_sQTL.tsv.gz,sQTL
eQTL_catalogue,quach_Pam3CSK4,eQTL_catalogue/sQTL/quach_Pam3CSK4/quach_Pam3CSK4_sQTL.tsv.gz,sQTL
eQTL_catalogue,quach_R848,eQTL_catalogue/sQTL/quach_R848/quach_R848_sQTL.tsv.gz,sQTL
eQTL_catalogue,salivary_gland,eQTL_catalogue/sQTL/salivary_gland/salivary_gland_sQTL.tsv.gz,sQTL
eQTL_catalogue,sigmoid_colon,eQTL_catalogue/sQTL/sigmoid_colon/sigmoid_colon_sQTL.tsv.gz,sQTL
eQTL_catalogue,skin_exposed,eQTL_catalogue/sQTL/skin_exposed/skin_exposed_sQTL.tsv.gz,sQTL
eQTL_catalogue,skin_non_exposed,eQTL_catalogue/sQTL/skin_non_exposed/skin_non_exposed_sQTL.tsv.gz,sQTL
eQTL_catalogue,small_intestine,eQTL_catalogue/sQTL/small_intestine/small_intestine_sQTL.tsv.gz,sQTL
eQTL_catalogue,spinal_cord,eQTL_catalogue/sQTL/spinal_cord/spinal_cord_sQTL.tsv.gz,sQTL
eQTL_catalogue,spleen,eQTL_catalogue/sQTL/spleen/spleen_sQTL.tsv.gz,sQTL
eQTL_catalogue,stomach,eQTL_catalogue/sQTL/stomach/stomach_sQTL.tsv.gz,sQTL
eQTL_catalogue,substantia_nigra,eQTL_catalogue/sQTL/substantia_nigra/substantia_nigra_sQTL.tsv.gz,sQTL
eQTL_catalogue,testis,eQTL_catalogue/sQTL/testis/testis_sQTL.tsv.gz,sQTL
eQTL_catalogue,thyroid,eQTL_catalogue/sQTL/thyroid/thyroid_sQTL.tsv.gz,sQTL
eQTL_catalogue,tibial_artery,eQTL_catalogue/sQTL/tibial_artery/tibial_artery_sQTL.tsv.gz,sQTL
eQTL_catalogue,tibial_nerve,eQTL_catalogue/sQTL/tibial_nerve/tibial_nerve_sQTL.tsv.gz,sQTL
eQTL_catalogue,tranverse_colon,eQTL_catalogue/sQTL/tranverse_colon/tranverse_colon_sQTL.tsv.gz,sQTL
eQTL_catalogue,uterus,eQTL_catalogue/sQTL/uterus/uterus_sQTL.tsv.gz,sQTL
eQTL_catalogue,vagina,eQTL_catalogue/sQTL/vagina/vagina_sQTL.tsv.gz,sQTL
eQTL_catalogue,young_microglia,eQTL_catalogue/sQTL/young_microglia/young_microglia_sQTL.tsv.gz,sQTL
SingleBrain,astrocytes,SingleBrain/eQTL/astrocytes/astrocytes_eQTL.tsv,eQTL
SingleBrain,endothelial,SingleBrain/eQTL/endothelial/endothelial_eQTL.tsv,eQTL
SingleBrain,excitatory,SingleBrain/eQTL/excitatory/excitatory_eQTL.tsv,eQTL
SingleBrain,inhibitory,SingleBrain/eQTL/inhibitory/inhibitory_eQTL.tsv,eQTL
SingleBrain,microglia,SingleBrain/eQTL/microglia/microglia_eQTL.tsv,eQTL
SingleBrain,oligodendrocytes,SingleBrain/eQTL/oligodendrocytes/oligodendrocytes_eQTL.tsv,eQTL
SingleBrain,opc,SingleBrain/eQTL/opc/opc_eQTL.tsv,eQTL
